0,0
1,1
2,0.0001954602
3,0.0003125419
4,0.0007766306
5,0.0009597663
6,0.0008676406
7,0.0007822732
8,0.000657943
9,0.0006023241
10,0.0005541762
11,0.0005366082
12,0.0006523221
13,0.000674932
14,0.000541717
15,0.0004111005
16,0.0004857888
17,0.0005003852
18,0.0004028006
19,0.000383423
20,0.0003862904
21,0.0004461613
22,0.0003859561
23,0.0003104056
24,0.0003133157
25,0.0002872271
26,0.0003355742
27,0.0003066592
28,0.0003084344
29,0.0002948128
30,0.0002703503
31,0.0002619292
32,0.0002385616
33,0.0002709794
34,0.0002105873
35,0.0001591134
36,0.0001784356
37,0.0001984973
38,0.0001728032
39,0.000149767
40,0.0001478243
41,0.0001626504
42,0.0001823021
43,0.0001861346
44,0.000183613
45,0.0001554126
46,0.0001539459
47,0.0001920135
48,0.0002252537
49,0.0002254296
50,0.0001925554
51,0.0001905031
52,0.0001819144
53,0.0001852243
54,0.0002049402
55,0.0001866647
56,0.0001567322
57,0.0001486985
58,0.000174318
59,0.0001883022
60,0.0001485931
61,0.0001534561
62,0.0001632346
63,0
64,0
65,0
